ID,SurveyLanguage,GeoLocation,TimeToComplete,Consent,SituationNormal,Age,Gender,Student,Education,HHSize,HHRooms,RationCard,Radio,TV,Laptop,Toilet,Fridge,AC,Vehicle,LiveInPune,Ward,Source,RoundOne,RoundTwo,EconomyNormal,Medical,Earning,Unemployment,PercentUnemployed,WFHAbility,IncomeChange,IncomePercent,PandemicEnd,ImportanceTesting,SelfPositive,SelfSymptoms,SelfLikelihood,WaitSymptoms,OtherWaitSymptoms,HHPositive,NonHHPositive,CloseDeath,PuneLikelihood,TrueNumber,ImportanceVaccine,Vaccinated,SelfBooster,KnowVaccinated,PuneVaccinated,VirusAfterVaccine,AfterVaccineLikelihood,PunePercentUnvaccinated,PuneVaccine,SelfFear,FearDecay,PsychologyNormal,SituationStatic,SituationDynamic,ThirdWaveEnd,ThirdWavePeakMonth,ThirdWavePeakDate,ThirdWavePeakCases,FourthWave,TotalWaves,SelfInformation,OtherInformation,ImportanceMaskWearing,SelfMaskUsage,OtherMaskUsage,MaskNotNeeded,ImportanceSocialDistancing,PeopleMet,OtherMet,ImportanceLockdown,LockdownOpinions,LengthLockdown,LockdownNotNeeded,TimesHomeLeft,OtherTimesHomeLeft,TimesCrowdedPlace,OtherTimesCrowdedPlace,SelfVigilance,OtherVigilance,Songs,OtherSongs,PeopleKnown,OtherPeopleKnown,Runs,Weight,OtherWeight,Languages,LanguagesWorld,OtherLanguagesWorld,RoomDensity,SuperiorityWaitSymptom,SuperiorityMaskUsage,SuperiorityInformation,SuperiorityMet,SuperiorityTimesHomeLeft,SuperiorityTimesCrowdedPlace,SuperiorityVigilance,SuperioritySongs,SuperiorityPeopleKnown,SuperiorityWeight,SuperiorityLanguagesWorld
13281369052.0,1.0,,616.0,1.0,13.0,24.0,1.0,2.0,5.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,1.0,1.0,13.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,11.0,2.0,3.0,1.0,12.0,8.0,6.0,2.0,1.0,1.0,9.0,10000.0,1.0,2.0,5.0,1.0,10.0,1.0,11.0,2.0,9.0,3.0,5.0,13.0,3.0,1.0,5.0,1.0,30.0,15000.0,9.0,3.0,1.0,1.0,1.0,9.0,10.0,13.0,3.0,21.0,31.0,3.0,1.0,11.0,13.0,8.0,16.0,5.0,10.0,2.0,3.0,5.0,4.0,50.0,30.0,160.0,800.0,4.0,500.0,5000.0,4.0,1.0,2.0,-1.0,0.0,-10.0,-8.0,-5.0,-1.0,1.0,20.0,796.0,4996.0
13281343740.0,1.0,,842.0,1.0,6.0,32.0,2.0,2.0,6.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,15.0,17.0,2.0,2.0,19.0,2.0,2.0,1.0,6.0,2.0,5.0,6.0,19.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,9.0,60000.0,1.0,2.0,11.0,1.0,9.0,1.0,5.0,2.0,13.0,2.0,3.0,19.0,2.0,2.0,10.0,4.0,16.0,2000.0,1.0,1.0,1.0,1.0,1.0,11.0,7.0,19.0,1.0,11.0,26.0,2.0,4.0,17.0,19.0,3.0,9.0,11.0,22.0,1.0,3.0,6.0,4.0,20.0,100.0,60.0,100.0,3.0,16.0,10.0,4.0,0.5,-2.0,4.0,0.0,-15.0,-6.0,-11.0,-2.0,2.0,-80.0,97.0,6.0
13281246544.0,1.0,,479.0,1.0,7.0,36.0,2.0,2.0,6.0,4.0,5.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,1.0,2.0,7.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,8.0,10000.0,1.0,2.0,8.0,1.0,10.0,1.0,5.0,1.0,1.0,3.0,9.0,14.0,3.0,1.0,7.0,2.0,15.0,15000.0,1.0,1.0,1.0,2.0,1.0,11.0,8.0,18.0,1.0,6.0,7.0,4.0,2.0,8.0,15.0,6.0,8.0,3.0,9.0,1.0,2.0,6.0,1.0,50.0,20.0,309.0,399.0,1.0,209.0,8000.0,2.0,1.25,0.0,3.0,-1.0,-1.0,-2.0,-6.0,-1.0,5.0,30.0,398.0,7998.0
13281108326.0,1.0,,931.0,1.0,5.0,53.0,2.0,2.0,6.0,5.0,7.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,10.0,17.0,2.0,2.0,5.0,2.0,1.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,6.0,15000.0,1.0,2.0,4.0,1.0,8.0,1.0,4.0,3.0,6.0,3.0,4.0,7.0,2.0,2.0,7.0,2.0,25.0,3000.0,13.0,2.0,1.0,2.0,1.0,11.0,6.0,8.0,1.0,52.0,52.0,3.0,2.0,6.0,8.0,5.0,22.0,6.0,11.0,1.0,3.0,7.0,2.0,500.0,200.0,500.0,200.0,1.0,1200.0,9500.0,1.0,1.4,-1.0,5.0,-1.0,0.0,-17.0,-5.0,-2.0,5.0,300.0,199.0,9499.0
13280834725.0,1.0,,846.0,1.0,14.0,25.0,1.0,2.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,2.0,1.0,11.0,2.0,1.0,1.0,5.0,2.0,4.0,5.0,14.0,2.0,1.0,3.0,12.0,8.0,4.0,2.0,1.0,1.0,8.0,14000.0,1.0,2.0,7.0,1.0,8.0,1.0,8.0,2.0,9.0,2.0,16.0,14.0,3.0,2.0,10.0,3.0,7.0,8000.0,10.0,3.0,2.0,2.0,1.0,10.0,7.0,14.0,2.0,9.0,12.0,3.0,1.0,8.0,14.0,11.0,14.0,5.0,9.0,2.0,3.0,5.0,2.0,68.0,80.0,155.0,280.0,2.0,250.0,1000.0,1.0,0.6,4.0,3.0,0.0,-3.0,-3.0,-4.0,-1.0,3.0,-12.0,278.0,999.0
13280821215.0,1.0,,24.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13280763020.0,1.0,"18.4556513,73.8667158",316.0,1.0,20.0,33.0,1.0,2.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,16.0,2.0,2.0,19.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,20.0,1.0,3.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,7.0,15000.0,3.0,2.0,1.0,1.0,9.0,1.0,11.0,4.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,,,,,,,,,,
13280601751.0,2.0,,2580.0,1.0,6.0,55.0,1.0,2.0,5.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,8.0,9117.0,1.0,2.0,7.0,1.0,8.0,1.0,6.0,11.0,20.0,3.0,16.0,1.0,3.0,2.0,6.0,1.0,21.0,10000.0,1.0,1.0,2.0,2.0,1.0,11.0,4.0,7.0,2.0,6.0,8.0,3.0,3.0,1.0,1.0,4.0,8.0,4.0,8.0,2.0,2.0,1.0,4.0,50.0,100.0,150.0,90.0,3.0,50.0,100.0,3.0,0.6666666666666666,0.0,7.0,0.0,-2.0,-4.0,-4.0,0.0,-3.0,-50.0,87.0,97.0
13280565902.0,1.0,"18.4932952,73.8477185",1820.0,1.0,3.0,45.0,2.0,2.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,16.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,7.0,6.0,5.0,2.0,1.0,1.0,7.0,10000.0,1.0,2.0,7.0,1.0,10.0,1.0,4.0,2.0,6.0,2.0,2.0,14.0,2.0,2.0,5.0,1.0,30.0,2000.0,1.0,1.0,1.0,1.0,1.0,11.0,9.0,17.0,1.0,31.0,21.0,4.0,3.0,1.0,1.0,8.0,8.0,4.0,3.0,1.0,1.0,4.0,3.0,35.0,30.0,200.0,100.0,3.0,150.0,1000.0,3.0,1.0,1.0,2.0,0.0,10.0,0.0,1.0,0.0,1.0,5.0,97.0,997.0
13280587299.0,2.0,,933.0,1.0,9.0,48.0,2.0,1.0,6.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,2.0,9.0,1.0,1.0,1.0,4.0,2.0,5.0,9.0,9.0,1.0,1.0,3.0,11.0,4.0,6.0,1.0,1.0,1.0,7.0,20000.0,1.0,2.0,7.0,1.0,8.0,1.0,10.0,3.0,20.0,4.0,16.0,9.0,3.0,2.0,8.0,1.0,31.0,25000.0,1.0,1.0,2.0,2.0,1.0,11.0,7.0,9.0,1.0,9.0,17.0,2.0,1.0,15.0,5.0,5.0,7.0,4.0,7.0,1.0,3.0,5.0,3.0,300.0,400.0,225.0,250.0,3.0,36.0,10000.0,3.0,1.0,-2.0,4.0,0.0,-8.0,-2.0,-3.0,-2.0,2.0,-100.0,247.0,9997.0
13280581310.0,1.0,,328.0,1.0,13.0,30.0,2.0,2.0,6.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,16.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,6.0,20.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,7.0,10000.0,1.0,2.0,8.0,1.0,10.0,1.0,6.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,,,,,,,,,,
13280511589.0,1.0,,389.0,1.0,6.0,61.0,2.0,2.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,16.0,1.0,1.0,6.0,2.0,2.0,2.0,7.0,2.0,4.0,7.0,6.0,1.0,1.0,2.0,1.0,2.0,17.0,2.0,1.0,1.0,8.0,90000.0,1.0,2.0,6.0,1.0,8.0,1.0,2.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-15.0,,,,,,,,,,
13280476689.0,1.0,"18.6318561,73.8275171",975.0,1.0,5.0,49.0,2.0,2.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,2.0,2.0,14.0,2.0,1.0,2.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,1.0,11.0,3.0,9.0,2.0,1.0,1.0,6.0,10000.0,1.0,2.0,4.0,1.0,9.0,1.0,3.0,1.0,8.0,4.0,4.0,6.0,2.0,2.0,6.0,1.0,30.0,25000.0,1.0,1.0,1.0,2.0,1.0,11.0,6.0,6.0,2.0,52.0,26.0,4.0,3.0,1.0,1.0,22.0,8.0,2.0,2.0,1.0,1.0,8.0,1.0,25.0,25.0,200.0,250.0,4.0,63.0,300.0,5.0,1.0,-6.0,5.0,-1.0,26.0,14.0,0.0,0.0,7.0,0.0,246.0,295.0
13280460629.0,2.0,,879.0,1.0,14.0,52.0,1.0,2.0,6.0,5.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,2.0,2.0,15.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,14.0,2.0,1.0,3.0,5.0,3.0,5.0,1.0,1.0,2.0,6.0,15000.0,2.0,2.0,12.0,1.0,7.0,1.0,11.0,2.0,14.0,2.0,16.0,20.0,2.0,2.0,7.0,1.0,30.0,8000.0,1.0,1.0,3.0,4.0,1.0,11.0,6.0,20.0,1.0,52.0,52.0,2.0,2.0,8.0,14.0,22.0,22.0,3.0,5.0,1.0,3.0,5.0,1.0,25.0,25.0,150.0,250.0,3.0,200.0,1000.0,3.0,1.8,-2.0,5.0,-1.0,0.0,0.0,-2.0,-2.0,4.0,0.0,247.0,997.0
13280429392.0,1.0,,1086.0,1.0,14.0,35.0,2.0,2.0,6.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,16.0,2.0,2.0,13.0,2.0,1.0,2.0,4.0,3.0,4.0,8.0,14.0,2.0,2.0,1.0,7.0,5.0,3.0,2.0,1.0,1.0,9.0,9000.0,1.0,2.0,6.0,1.0,9.0,1.0,9.0,3.0,13.0,4.0,3.0,14.0,3.0,2.0,7.0,2.0,27.0,2000.0,1.0,1.0,2.0,3.0,1.0,11.0,5.0,14.0,1.0,16.0,11.0,4.0,1.0,3.0,14.0,8.0,8.0,3.0,6.0,1.0,3.0,5.0,4.0,500.0,500.0,500.0,100.0,3.0,2000.0,10000.0,3.0,1.3333333333333333,2.0,6.0,-1.0,5.0,0.0,-3.0,-2.0,1.0,0.0,97.0,9997.0
13280420516.0,2.0,"18.5187174,73.8309593",1218.0,1.0,7.0,37.0,2.0,2.0,6.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,2.0,2.0,11.0,2.0,1.0,2.0,5.0,2.0,5.0,7.0,7.0,2.0,1.0,3.0,1.0,4.0,6.0,2.0,1.0,1.0,9.0,20000.0,1.0,2.0,7.0,1.0,9.0,1.0,11.0,1.0,13.0,4.0,4.0,13.0,2.0,1.0,5.0,1.0,26.0,5000.0,1.0,1.0,1.0,2.0,1.0,11.0,6.0,13.0,1.0,19.0,21.0,3.0,1.0,8.0,1.0,17.0,11.0,6.0,8.0,1.0,2.0,5.0,4.0,10.0,8.0,200.0,300.0,4.0,25.0,300.0,4.0,1.0,-2.0,5.0,-1.0,-2.0,6.0,-2.0,-1.0,1.0,2.0,296.0,296.0
13280421125.0,2.0,,1003.0,1.0,5.0,51.0,1.0,2.0,6.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,6.0,5.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,30000.0,1.0,2.0,9.0,1.0,8.0,1.0,11.0,1.0,7.0,4.0,17.0,9.0,3.0,2.0,8.0,2.0,11.0,15000.0,1.0,1.0,1.0,2.0,1.0,11.0,8.0,14.0,2.0,18.0,21.0,4.0,1.0,1.0,1.0,9.0,16.0,2.0,4.0,1.0,3.0,6.0,3.0,2000.0,1000.0,2000.0,1000.0,3.0,110.0,5500.0,3.0,1.75,-2.0,3.0,-1.0,-3.0,-7.0,-2.0,-2.0,3.0,1000.0,997.0,5497.0
13280410185.0,2.0,,708.0,1.0,3.0,67.0,2.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,15.0,1.0,2.0,2.0,13.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,5.0,9000.0,1.0,2.0,5.0,1.0,7.0,1.0,4.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-5.0,,,,,,,,,,
13280376373.0,1.0,,437.0,1.0,6.0,41.0,2.0,2.0,6.0,4.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,17.0,2.0,2.0,13.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,13.0,1.0,2.0,3.0,1.0,3.0,5.0,2.0,1.0,2.0,6.0,15000.0,1.0,2.0,7.0,1.0,8.0,2.0,7.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,-2.0,,,,,,,,,,
13280342122.0,2.0,,1101.0,1.0,14.0,44.0,2.0,2.0,6.0,3.0,5.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,2.0,2.0,14.0,2.0,1.0,2.0,5.0,2.0,2.0,8.0,20.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,8.0,15000.0,1.0,2.0,6.0,1.0,7.0,1.0,10.0,2.0,20.0,2.0,14.0,18.0,1.0,3.0,7.0,2.0,10.0,8000.0,10.0,3.0,3.0,3.0,2.0,11.0,7.0,19.0,2.0,11.0,11.0,3.0,1.0,1.0,15.0,4.0,6.0,4.0,4.0,1.0,3.0,5.0,4.0,10.0,6.0,600.0,200.0,2.0,30.0,500.0,4.0,1.6666666666666667,0.0,4.0,0.0,0.0,-2.0,0.0,-2.0,1.0,4.0,198.0,496.0
13280323929.0,1.0,,1018.0,1.0,6.0,61.0,1.0,2.0,6.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,19.0,2.0,1.0,2.0,4.0,1.0,5.0,7.0,6.0,2.0,4.0,1.0,12.0,6.0,6.0,1.0,1.0,1.0,6.0,45000.0,1.0,2.0,1.0,1.0,7.0,1.0,6.0,5.0,20.0,3.0,7.0,1.0,3.0,1.0,1.0,4.0,9.0,27000.0,1.0,8.0,2.0,2.0,2.0,6.0,6.0,1.0,3.0,52.0,52.0,4.0,3.0,1.0,1.0,22.0,22.0,22.0,22.0,1.0,1.0,6.0,3.0,1800.0,1800.0,171.0,1000.0,4.0,2000.0,8000.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,996.0,7996.0
13280257340.0,1.0,,831.0,1.0,19.0,23.0,1.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,16.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3333333333333333,,,,,,,,,,,
13280230681.0,1.0,"18.6275265,73.7820125",381.0,1.0,7.0,45.0,2.0,2.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,16.0,2.0,2.0,14.0,1.0,1.0,2.0,4.0,3.0,4.0,5.0,7.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,5.0,5000.0,1.0,2.0,3.0,1.0,8.0,1.0,4.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.0,,,,,,,,,,
13280198216.0,2.0,,980.0,1.0,14.0,51.0,2.0,2.0,6.0,5.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,17.0,2.0,2.0,14.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,15.0,1.0,2.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,6.0,20000.0,1.0,2.0,6.0,1.0,8.0,1.0,5.0,4.0,18.0,2.0,15.0,20.0,1.0,3.0,8.0,2.0,10.0,15000.0,14.0,2.0,1.0,3.0,1.0,11.0,8.0,20.0,1.0,1.0,52.0,3.0,3.0,1.0,14.0,4.0,11.0,1.0,8.0,1.0,2.0,5.0,4.0,100.0,50.0,150.0,150.0,3.0,128.0,5000.0,4.0,1.8,-3.0,3.0,-2.0,-51.0,-7.0,-7.0,-1.0,1.0,50.0,147.0,4996.0
13280143490.0,1.0,"18.4746428,73.8615704",2145.0,1.0,8.0,43.0,2.0,2.0,6.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,16.0,1.0,2.0,8.0,2.0,2.0,2.0,6.0,1.0,4.0,5.0,9.0,2.0,2.0,3.0,6.0,9.0,9.0,2.0,1.0,1.0,8.0,60.0,1.0,2.0,9.0,1.0,8.0,1.0,6.0,3.0,13.0,2.0,16.0,17.0,2.0,2.0,11.0,4.0,15.0,5000.0,1.0,1.0,3.0,3.0,1.0,11.0,7.0,17.0,2.0,11.0,41.0,3.0,1.0,16.0,13.0,5.0,11.0,3.0,9.0,1.0,3.0,6.0,4.0,60.0,200.0,200.0,200.0,2.0,120.0,6000.0,4.0,1.0,0.0,4.0,0.0,-30.0,-6.0,-6.0,-2.0,2.0,-140.0,198.0,5996.0
13280133681.0,2.0,,1462.0,1.0,14.0,32.0,2.0,2.0,6.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,2.0,2.0,15.0,2.0,1.0,2.0,4.0,2.0,2.0,7.0,13.0,1.0,2.0,1.0,7.0,3.0,4.0,2.0,1.0,1.0,8.0,12000.0,1.0,2.0,5.0,1.0,8.0,1.0,8.0,3.0,20.0,2.0,4.0,18.0,2.0,2.0,8.0,2.0,5.0,20000.0,8.0,3.0,2.0,2.0,1.0,11.0,8.0,18.0,2.0,6.0,11.0,3.0,3.0,11.0,18.0,4.0,8.0,2.0,5.0,2.0,3.0,,,,,,,,,,,2.5,-1.0,3.0,0.0,-5.0,-4.0,-3.0,-1.0,,,,
13280131917.0,1.0,,813.0,1.0,7.0,52.0,2.0,2.0,6.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,16.0,1.0,2.0,9.0,2.0,1.0,2.0,4.0,3.0,2.0,5.0,8.0,1.0,2.0,2.0,10.0,3.0,2.0,1.0,1.0,1.0,8.0,15000.0,1.0,2.0,8.0,1.0,9.0,1.0,6.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
13280102426.0,2.0,"18.435984118349047,73.8999861660941",1600.0,1.0,7.0,69.0,1.0,2.0,6.0,2.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,4.0,1.0,2.0,18.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,7.0,1.0,1.0,2.0,7.0,1.0,17.0,1.0,1.0,2.0,7.0,10000.0,1.0,2.0,4.0,1.0,8.0,1.0,4.0,2.0,13.0,4.0,5.0,7.0,3.0,1.0,5.0,1.0,27.0,2500.0,8.0,2.0,1.0,2.0,1.0,11.0,5.0,7.0,3.0,41.0,51.0,3.0,3.0,1.0,7.0,7.0,8.0,3.0,8.0,1.0,3.0,8.0,4.0,450.0,500.0,160.0,250.0,1.0,30.0,159.0,2.0,3.0,-16.0,6.0,-1.0,-10.0,-1.0,-5.0,-2.0,4.0,-50.0,249.0,157.0
13280098436.0,2.0,,400.0,1.0,4.0,18.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,5.0,2.0,3.0,7.0,7.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,9.0,15000.0,1.0,2.0,10.0,1.0,6.0,1.0,2.0,1.0,12.0,2.0,16.0,14.0,2.0,2.0,8.0,2.0,14.0,12000.0,9.0,3.0,2.0,3.0,1.0,11.0,5.0,16.0,1.0,1.0,7.0,2.0,1.0,16.0,7.0,1.0,9.0,1.0,5.0,1.0,3.0,,,,,,,,,,,1.3333333333333333,-4.0,6.0,-1.0,-6.0,-8.0,-4.0,-2.0,,,,
13280066050.0,1.0,,861.0,1.0,14.0,27.0,2.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,16.0,1.0,2.0,13.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,13.0,2.0,2.0,1.0,6.0,4.0,5.0,2.0,1.0,1.0,7.0,20000.0,1.0,2.0,6.0,1.0,5.0,1.0,6.0,5.0,17.0,2.0,16.0,13.0,2.0,3.0,6.0,2.0,10.0,10000.0,10.0,2.0,2.0,3.0,1.0,10.0,7.0,14.0,2.0,11.0,13.0,3.0,3.0,16.0,13.0,15.0,18.0,6.0,11.0,2.0,3.0,6.0,3.0,20.0,50.0,200.0,150.0,4.0,250.0,2000.0,4.0,1.0,-1.0,3.0,-1.0,-2.0,-3.0,-5.0,-1.0,3.0,-30.0,146.0,1996.0
13280077687.0,2.0,,38.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13280036732.0,1.0,,1807.0,1.0,8.0,48.0,1.0,2.0,5.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,17.0,2.0,2.0,14.0,2.0,1.0,2.0,3.0,2.0,4.0,6.0,8.0,2.0,3.0,1.0,12.0,4.0,2.0,2.0,1.0,1.0,9.0,10000.0,1.0,2.0,5.0,1.0,7.0,2.0,6.0,3.0,20.0,4.0,17.0,15.0,3.0,2.0,6.0,1.0,30.0,9000.0,8.0,2.0,1.0,2.0,1.0,11.0,8.0,16.0,2.0,11.0,6.0,4.0,3.0,8.0,16.0,11.0,6.0,6.0,7.0,1.0,2.0,6.0,3.0,25.0,15.0,145.0,600.0,2.0,400.0,10000.0,3.0,1.5,2.0,3.0,-1.0,5.0,5.0,-1.0,-1.0,3.0,10.0,598.0,9997.0
13280039350.0,2.0,,686.0,1.0,5.0,19.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,20000.0,1.0,2.0,6.0,1.0,6.0,1.0,11.0,3.0,14.0,4.0,4.0,5.0,2.0,2.0,7.0,2.0,5.0,15000.0,1.0,1.0,2.0,2.0,1.0,11.0,8.0,14.0,2.0,52.0,51.0,3.0,1.0,1.0,1.0,19.0,19.0,8.0,3.0,2.0,2.0,5.0,3.0,250.0,200.0,170.0,300.0,2.0,79.0,2000.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0,50.0,298.0,1998.0
13280048366.0,1.0,,102.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13280023736.0,1.0,,1495.0,1.0,5.0,53.0,2.0,1.0,6.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,6.0,2.0,5.0,6.0,13.0,2.0,3.0,1.0,2.0,17.0,16.0,2.0,2.0,1.0,4.0,30000.0,1.0,2.0,20.0,1.0,8.0,1.0,4.0,3.0,14.0,3.0,1.0,13.0,3.0,1.0,6.0,1.0,26.0,2000.0,1.0,1.0,1.0,2.0,1.0,11.0,8.0,13.0,2.0,1.0,52.0,4.0,2.0,1.0,3.0,1.0,11.0,1.0,11.0,1.0,1.0,7.0,1.0,100.0,100.0,10.0,150.0,4.0,50.0,500.0,4.0,1.0,1.0,3.0,-1.0,-51.0,-10.0,-10.0,0.0,6.0,0.0,146.0,496.0
